region,time,sector,polymer,value
EU27+3,2035,Electrical and Electronics,PET,0.16
EU27+3,2040,Electrical and Electronics,PET,0.16
EU27+3,2045,Electrical and Electronics,PET,0.16
EU27+3,2050,Electrical and Electronics,PET,0.16
EU27+3,2020,Electrical and Electronics,Other Thermoplastics,0.04
EU27+3,2025,Electrical and Electronics,Other Thermoplastics,0.08
EU27+3,2030,Electrical and Electronics,Other Thermoplastics,0.12
EU27+3,2035,Electrical and Electronics,Other Thermoplastics,0.16
EU27+3,2040,Electrical and Electronics,Other Thermoplastics,0.16
EU27+3,2045,Electrical and Electronics,Other Thermoplastics,0.16
EU27+3,2050,Electrical and Electronics,Other Thermoplastics,0.16
EU27+3,2020,Electrical and Electronics,PUR,0.0
EU27+3,2025,Electrical and Electronics,PUR,0.0
EU27+3,2030,Electrical and Electronics,PUR,0.0
EU27+3,2035,Electrical and Electronics,PUR,0.0
EU27+3,2040,Electrical and Electronics,PUR,0.0
EU27+3,2045,Electrical and Electronics,PUR,0.0
EU27+3,2050,Electrical and Electronics,PUR,0.0
EU27+3,2020,Electrical and Electronics,Other Plastics,0.04
EU27+3,2025,Electrical and Electronics,Other Plastics,0.08
EU27+3,2030,Electrical and Electronics,Other Plastics,0.12
EU27+3,2035,Electrical and Electronics,Other Plastics,0.16
EU27+3,2040,Electrical and Electronics,Other Plastics,0.16
EU27+3,2045,Electrical and Electronics,Other Plastics,0.16
EU27+3,2050,Electrical and Electronics,Other Plastics,0.16
EU27+3,2020,Agriculture,"PE-LD, -LLD",0.23
EU27+3,2025,Agriculture,"PE-LD, -LLD",0.3
EU27+3,2030,Agriculture,"PE-LD, -LLD",0.37
EU27+3,2035,Agriculture,"PE-LD, -LLD",0.44
EU27+3,2040,Agriculture,"PE-LD, -LLD",0.44
EU27+3,2045,Agriculture,"PE-LD, -LLD",0.44
EU27+3,2050,Agriculture,"PE-LD, -LLD",0.44
EU27+3,2020,Agriculture,"PE-HD, -MD",0.23
EU27+3,2025,Agriculture,"PE-HD, -MD",0.3
EU27+3,2030,Agriculture,"PE-HD, -MD",0.37
EU27+3,2035,Agriculture,"PE-HD, -MD",0.44
EU27+3,2040,Agriculture,"PE-HD, -MD",0.44
EU27+3,2045,Agriculture,"PE-HD, -MD",0.44
EU27+3,2050,Agriculture,"PE-HD, -MD",0.44
EU27+3,2020,Agriculture,PP,0.23
EU27+3,2025,Agriculture,PP,0.3
EU27+3,2030,Agriculture,PP,0.37
EU27+3,2035,Agriculture,PP,0.44
EU27+3,2040,Agriculture,PP,0.44
EU27+3,2045,Agriculture,PP,0.44
EU27+3,2050,Agriculture,PP,0.44
EU27+3,2020,Agriculture,PS,0.23
EU27+3,2025,Agriculture,PS,0.3
EU27+3,2030,Agriculture,PS,0.37
EU27+3,2035,Agriculture,PS,0.44
EU27+3,2040,Agriculture,PS,0.44
EU27+3,2045,Agriculture,PS,0.44
EU27+3,2050,Agriculture,PS,0.44
EU27+3,2020,Agriculture,PS-E,0.23
EU27+3,2025,Agriculture,PS-E,0.3
EU27+3,2030,Agriculture,PS-E,0.37
EU27+3,2035,Agriculture,PS-E,0.44
EU27+3,2040,Agriculture,PS-E,0.44
EU27+3,2045,Agriculture,PS-E,0.44
EU27+3,2050,Agriculture,PS-E,0.44
EU27+3,2020,Agriculture,PVC,0.23
EU27+3,2025,Agriculture,PVC,0.3
EU27+3,2030,Agriculture,PVC,0.37
EU27+3,2035,Agriculture,PVC,0.44
EU27+3,2040,Agriculture,PVC,0.44
EU27+3,2045,Agriculture,PVC,0.44
EU27+3,2050,Agriculture,PVC,0.44
EU27+3,2020,Agriculture,PET,0.23
EU27+3,2025,Agriculture,PET,0.3
EU27+3,2030,Agriculture,PET,0.37
EU27+3,2035,Agriculture,PET,0.44
EU27+3,2040,Agriculture,PET,0.44
EU27+3,2045,Agriculture,PET,0.44
EU27+3,2050,Agriculture,PET,0.44
EU27+3,2020,Agriculture,"ABS, SAN",0.23
EU27+3,2025,Agriculture,"ABS, SAN",0.3
EU27+3,2030,Agriculture,"ABS, SAN",0.37
EU27+3,2035,Agriculture,"ABS, SAN",0.44
EU27+3,2040,Agriculture,"ABS, SAN",0.44
EU27+3,2045,Agriculture,"ABS, SAN",0.44
EU27+3,2050,Agriculture,"ABS, SAN",0.44
EU27+3,2020,Agriculture,PMMA,0.23
EU27+3,2025,Agriculture,PMMA,0.3
EU27+3,2030,Agriculture,PMMA,0.37
EU27+3,2035,Agriculture,PMMA,0.44
EU27+3,2040,Agriculture,PMMA,0.44
EU27+3,2045,Agriculture,PMMA,0.44
EU27+3,2050,Agriculture,PMMA,0.44
EU27+3,2020,Agriculture,"PA (PA6, PA66)",0.23
EU27+3,2025,Agriculture,"PA (PA6, PA66)",0.3
EU27+3,2030,Agriculture,"PA (PA6, PA66)",0.37
EU27+3,2035,Agriculture,"PA (PA6, PA66)",0.44
EU27+3,2040,Agriculture,"PA (PA6, PA66)",0.44
EU27+3,2045,Agriculture,"PA (PA6, PA66)",0.44
EU27+3,2050,Agriculture,"PA (PA6, PA66)",0.44
EU27+3,2020,Agriculture,PC,0.23
EU27+3,2025,Agriculture,PC,0.3
EU27+3,2030,Agriculture,PC,0.37
EU27+3,2035,Agriculture,PC,0.44
EU27+3,2040,Agriculture,PC,0.44
EU27+3,2045,Agriculture,PC,0.44
EU27+3,2050,Agriculture,PC,0.44
EU27+3,2020,Agriculture,Other Thermoplastics,0.23
EU27+3,2025,Agriculture,Other Thermoplastics,0.3
EU27+3,2030,Agriculture,Other Thermoplastics,0.37
EU27+3,2035,Agriculture,Other Thermoplastics,0.44
EU27+3,2040,Agriculture,Other Thermoplastics,0.44
EU27+3,2045,Agriculture,Other Thermoplastics,0.44
EU27+3,2050,Agriculture,Other Thermoplastics,0.44
EU27+3,2020,Agriculture,PUR,0.0
EU27+3,2025,Agriculture,PUR,0.0
EU27+3,2030,Agriculture,PUR,0.0
EU27+3,2035,Agriculture,PUR,0.0
EU27+3,2040,Agriculture,PUR,0.0
EU27+3,2045,Agriculture,PUR,0.0
EU27+3,2050,Agriculture,PUR,0.0
EU27+3,2020,Agriculture,Other Plastics,0.23
EU27+3,2025,Agriculture,Other Plastics,0.3
EU27+3,2030,Agriculture,Other Plastics,0.37
EU27+3,2035,Agriculture,Other Plastics,0.44
EU27+3,2040,Agriculture,Other Plastics,0.44
EU27+3,2045,Agriculture,Other Plastics,0.44
EU27+3,2050,Agriculture,Other Plastics,0.44
EU27+3,2020,"Household, Leisure, Sports","PE-LD, -LLD",0.03
EU27+3,2025,"Household, Leisure, Sports","PE-LD, -LLD",0.04
EU27+3,2030,"Household, Leisure, Sports","PE-LD, -LLD",0.05
EU27+3,2035,"Household, Leisure, Sports","PE-LD, -LLD",0.06
EU27+3,2040,"Household, Leisure, Sports","PE-LD, -LLD",0.06
EU27+3,2045,"Household, Leisure, Sports","PE-LD, -LLD",0.06
EU27+3,2050,"Household, Leisure, Sports","PE-LD, -LLD",0.06
EU27+3,2020,"Household, Leisure, Sports","PE-HD, -MD",0.03
EU27+3,2025,"Household, Leisure, Sports","PE-HD, -MD",0.04
EU27+3,2030,"Household, Leisure, Sports","PE-HD, -MD",0.05
EU27+3,2035,"Household, Leisure, Sports","PE-HD, -MD",0.06
EU27+3,2040,"Household, Leisure, Sports","PE-HD, -MD",0.06
EU27+3,2045,"Household, Leisure, Sports","PE-HD, -MD",0.06
EU27+3,2050,"Household, Leisure, Sports","PE-HD, -MD",0.06
EU27+3,2020,"Household, Leisure, Sports",PP,0.03
EU27+3,2025,"Household, Leisure, Sports",PP,0.04
EU27+3,2030,"Household, Leisure, Sports",PP,0.05
EU27+3,2035,"Household, Leisure, Sports",PP,0.06
EU27+3,2040,"Household, Leisure, Sports",PP,0.06
EU27+3,2045,"Household, Leisure, Sports",PP,0.06
EU27+3,2050,"Household, Leisure, Sports",PP,0.06
EU27+3,2020,"Household, Leisure, Sports",PS,0.03
EU27+3,2025,"Household, Leisure, Sports",PS,0.04
EU27+3,2030,"Household, Leisure, Sports",PS,0.05
EU27+3,2035,"Household, Leisure, Sports",PS,0.06
EU27+3,2040,"Household, Leisure, Sports",PS,0.06
EU27+3,2045,"Household, Leisure, Sports",PS,0.06
EU27+3,2050,"Household, Leisure, Sports",PS,0.06
EU27+3,2020,"Household, Leisure, Sports",PS-E,0.03
EU27+3,2025,"Household, Leisure, Sports",PS-E,0.04
EU27+3,2030,"Household, Leisure, Sports",PS-E,0.05
EU27+3,2035,"Household, Leisure, Sports",PS-E,0.06
EU27+3,2040,"Household, Leisure, Sports",PS-E,0.06
EU27+3,2045,"Household, Leisure, Sports",PS-E,0.06
EU27+3,2050,"Household, Leisure, Sports",PS-E,0.06
EU27+3,2020,"Household, Leisure, Sports",PVC,0.03
EU27+3,2025,"Household, Leisure, Sports",PVC,0.04
EU27+3,2030,"Household, Leisure, Sports",PVC,0.05
EU27+3,2035,"Household, Leisure, Sports",PVC,0.06
EU27+3,2040,"Household, Leisure, Sports",PVC,0.06
EU27+3,2045,"Household, Leisure, Sports",PVC,0.06
EU27+3,2050,"Household, Leisure, Sports",PVC,0.06
EU27+3,2020,"Household, Leisure, Sports",PET,0.03
EU27+3,2025,"Household, Leisure, Sports",PET,0.04
EU27+3,2030,"Household, Leisure, Sports",PET,0.05
EU27+3,2035,"Household, Leisure, Sports",PET,0.06
EU27+3,2040,"Household, Leisure, Sports",PET,0.06
EU27+3,2045,"Household, Leisure, Sports",PET,0.06
EU27+3,2050,"Household, Leisure, Sports",PET,0.06
EU27+3,2020,"Household, Leisure, Sports","ABS, SAN",0.03
EU27+3,2025,"Household, Leisure, Sports","ABS, SAN",0.04
EU27+3,2030,"Household, Leisure, Sports","ABS, SAN",0.05
EU27+3,2035,"Household, Leisure, Sports","ABS, SAN",0.06
EU27+3,2040,"Household, Leisure, Sports","ABS, SAN",0.06
EU27+3,2045,"Household, Leisure, Sports","ABS, SAN",0.06
EU27+3,2050,"Household, Leisure, Sports","ABS, SAN",0.06
EU27+3,2020,"Household, Leisure, Sports",PMMA,0.03
EU27+3,2025,"Household, Leisure, Sports",PMMA,0.04
EU27+3,2030,"Household, Leisure, Sports",PMMA,0.05
EU27+3,2035,"Household, Leisure, Sports",PMMA,0.06
EU27+3,2040,"Household, Leisure, Sports",PMMA,0.06
EU27+3,2045,"Household, Leisure, Sports",PMMA,0.06
EU27+3,2050,"Household, Leisure, Sports",PMMA,0.06
EU27+3,2020,"Household, Leisure, Sports","PA (PA6, PA66)",0.03
EU27+3,2025,"Household, Leisure, Sports","PA (PA6, PA66)",0.04
EU27+3,2030,"Household, Leisure, Sports","PA (PA6, PA66)",0.05
EU27+3,2035,"Household, Leisure, Sports","PA (PA6, PA66)",0.06
EU27+3,2040,"Household, Leisure, Sports","PA (PA6, PA66)",0.06
EU27+3,2045,"Household, Leisure, Sports","PA (PA6, PA66)",0.06
EU27+3,2050,"Household, Leisure, Sports","PA (PA6, PA66)",0.06
EU27+3,2020,"Household, Leisure, Sports",PC,0.03
EU27+3,2025,"Household, Leisure, Sports",PC,0.04
EU27+3,2030,"Household, Leisure, Sports",PC,0.05
EU27+3,2035,"Household, Leisure, Sports",PC,0.06
EU27+3,2040,"Household, Leisure, Sports",PC,0.06
EU27+3,2045,"Household, Leisure, Sports",PC,0.06
EU27+3,2050,"Household, Leisure, Sports",PC,0.06
EU27+3,2020,"Household, Leisure, Sports",Other Thermoplastics,0.03
EU27+3,2025,"Household, Leisure, Sports",Other Thermoplastics,0.04
EU27+3,2030,"Household, Leisure, Sports",Other Thermoplastics,0.05
EU27+3,2035,"Household, Leisure, Sports",Other Thermoplastics,0.06
EU27+3,2040,"Household, Leisure, Sports",Other Thermoplastics,0.06
EU27+3,2045,"Household, Leisure, Sports",Other Thermoplastics,0.06
EU27+3,2050,"Household, Leisure, Sports",Other Thermoplastics,0.06
EU27+3,2020,"Household, Leisure, Sports",PUR,0.0
EU27+3,2025,"Household, Leisure, Sports",PUR,0.0
EU27+3,2030,"Household, Leisure, Sports",PUR,0.0
EU27+3,2035,"Household, Leisure, Sports",PUR,0.0
EU27+3,2040,"Household, Leisure, Sports",PUR,0.0
EU27+3,2045,"Household, Leisure, Sports",PUR,0.0
EU27+3,2050,"Household, Leisure, Sports",PUR,0.0
EU27+3,2020,"Household, Leisure, Sports",Other Plastics,0.03
EU27+3,2025,"Household, Leisure, Sports",Other Plastics,0.04
EU27+3,2030,"Household, Leisure, Sports",Other Plastics,0.05
EU27+3,2035,"Household, Leisure, Sports",Other Plastics,0.06
EU27+3,2040,"Household, Leisure, Sports",Other Plastics,0.06
EU27+3,2045,"Household, Leisure, Sports",Other Plastics,0.06
EU27+3,2050,"Household, Leisure, Sports",Other Plastics,0.06
EU27+3,2020,Others,"PE-LD, -LLD",0.13
EU27+3,2025,Others,"PE-LD, -LLD",0.11
EU27+3,2030,Others,"PE-LD, -LLD",0.1
EU27+3,2035,Others,"PE-LD, -LLD",0.08
EU27+3,2040,Others,"PE-LD, -LLD",0.08
EU27+3,2045,Others,"PE-LD, -LLD",0.08
EU27+3,2050,Others,"PE-LD, -LLD",0.08
EU27+3,2020,Others,"PE-HD, -MD",0.13
EU27+3,2025,Others,"PE-HD, -MD",0.11
EU27+3,2030,Others,"PE-HD, -MD",0.1
EU27+3,2035,Others,"PE-HD, -MD",0.08
EU27+3,2040,Others,"PE-HD, -MD",0.08
EU27+3,2045,Others,"PE-HD, -MD",0.08
EU27+3,2050,Others,"PE-HD, -MD",0.08
EU27+3,2020,Others,PP,0.13
EU27+3,2025,Others,PP,0.11
EU27+3,2030,Others,PP,0.1
EU27+3,2035,Others,PP,0.08
EU27+3,2040,Others,PP,0.08
EU27+3,2045,Others,PP,0.08
EU27+3,2050,Others,PP,0.08
EU27+3,2020,Others,PS,0.13
EU27+3,2025,Others,PS,0.11
EU27+3,2030,Others,PS,0.1
EU27+3,2035,Others,PS,0.08
EU27+3,2040,Others,PS,0.08
EU27+3,2045,Others,PS,0.08
EU27+3,2050,Others,PS,0.08
EU27+3,2020,Others,PS-E,0.13
EU27+3,2025,Others,PS-E,0.11
EU27+3,2030,Others,PS-E,0.1
EU27+3,2035,Others,PS-E,0.08
EU27+3,2040,Others,PS-E,0.08
EU27+3,2045,Others,PS-E,0.08
EU27+3,2050,Others,PS-E,0.08
EU27+3,2020,Others,PVC,0.13
EU27+3,2025,Others,PVC,0.11
EU27+3,2030,Others,PVC,0.1
EU27+3,2035,Others,PVC,0.08
EU27+3,2040,Others,PVC,0.08
EU27+3,2045,Others,PVC,0.08
EU27+3,2050,Others,PVC,0.08
EU27+3,2020,Others,"ABS, SAN",0.13
EU27+3,2025,Others,"ABS, SAN",0.11
EU27+3,2030,Others,"ABS, SAN",0.1
EU27+3,2035,Others,"ABS, SAN",0.08
EU27+3,2040,Others,"ABS, SAN",0.08
EU27+3,2045,Others,"ABS, SAN",0.08
EU27+3,2050,Others,"ABS, SAN",0.08
EU27+3,2020,Others,PMMA,0.13
EU27+3,2025,Others,PMMA,0.11
EU27+3,2030,Others,PMMA,0.1
EU27+3,2035,Others,PMMA,0.08
EU27+3,2040,Others,PMMA,0.08
EU27+3,2045,Others,PMMA,0.08
EU27+3,2050,Others,PMMA,0.08
EU27+3,2020,Others,"PA (PA6, PA66)",0.13
EU27+3,2025,Others,"PA (PA6, PA66)",0.11
EU27+3,2030,Others,"PA (PA6, PA66)",0.1
EU27+3,2035,Others,"PA (PA6, PA66)",0.08
EU27+3,2040,Others,"PA (PA6, PA66)",0.08
EU27+3,2045,Others,"PA (PA6, PA66)",0.08
EU27+3,2050,Others,"PA (PA6, PA66)",0.08
EU27+3,2020,Others,PC,0.0
EU27+3,2025,Others,PC,0.03
EU27+3,2030,Others,PC,0.05
EU27+3,2035,Others,PC,0.08
EU27+3,2040,Others,PC,0.08
EU27+3,2045,Others,PC,0.08
EU27+3,2050,Others,PC,0.08
EU27+3,2020,Others,PET,0.13
EU27+3,2025,Others,PET,0.11
EU27+3,2030,Others,PET,0.1
EU27+3,2035,Others,PET,0.08
EU27+3,2040,Others,PET,0.08
EU27+3,2045,Others,PET,0.08
EU27+3,2050,Others,PET,0.08
EU27+3,2020,Others,Other Thermoplastics,0.13
EU27+3,2025,Others,Other Thermoplastics,0.17
EU27+3,2030,Others,Other Thermoplastics,0.21
EU27+3,2035,Others,Other Thermoplastics,0.25
EU27+3,2040,Others,Other Thermoplastics,0.25
EU27+3,2045,Others,Other Thermoplastics,0.25
EU27+3,2050,Others,Other Thermoplastics,0.25
EU27+3,2020,Others,PUR,0.0
EU27+3,2025,Others,PUR,0.0
EU27+3,2030,Others,PUR,0.0
EU27+3,2035,Others,PUR,0.0
EU27+3,2040,Others,PUR,0.0
EU27+3,2045,Others,PUR,0.0
EU27+3,2050,Others,PUR,0.0
EU27+3,2020,Others,Other Plastics,0.13
EU27+3,2025,Others,Other Plastics,0.11
EU27+3,2030,Others,Other Plastics,0.1
EU27+3,2035,Others,Other Plastics,0.08
EU27+3,2040,Others,Other Plastics,0.08
EU27+3,2045,Others,Other Plastics,0.08
EU27+3,2050,Others,Other Plastics,0.08
EU27+3,2020,PUR slabstock mattresses,PUR,0.0
EU27+3,2025,PUR slabstock mattresses,PUR,0.0
EU27+3,2030,PUR slabstock mattresses,PUR,0.0
EU27+3,2035,PUR slabstock mattresses,PUR,0.0
EU27+3,2040,PUR slabstock mattresses,PUR,0.0
EU27+3,2045,PUR slabstock mattresses,PUR,0.0
EU27+3,2050,PUR slabstock mattresses,PUR,0.0
EU27+3,2020,PUR slabstock furniture,PUR,0.0
EU27+3,2025,PUR slabstock furniture,PUR,0.0
EU27+3,2030,PUR slabstock furniture,PUR,0.0
EU27+3,2035,PUR slabstock furniture,PUR,0.0
EU27+3,2040,PUR slabstock furniture,PUR,0.0
EU27+3,2045,PUR slabstock furniture,PUR,0.0
EU27+3,2050,PUR slabstock furniture,PUR,0.0
EU27+3,2020,PUR moulded furniture,PUR,0.0
EU27+3,2025,PUR moulded furniture,PUR,0.0
EU27+3,2030,PUR moulded furniture,PUR,0.0
EU27+3,2035,PUR moulded furniture,PUR,0.0
EU27+3,2040,PUR moulded furniture,PUR,0.0
EU27+3,2045,PUR moulded furniture,PUR,0.0
EU27+3,2050,PUR moulded furniture,PUR,0.0
EU27+3,2020,PUR others in Others,PUR,0.0
EU27+3,2025,PUR others in Others,PUR,0.0
EU27+3,2030,PUR others in Others,PUR,0.0
EU27+3,2035,PUR others in Others,PUR,0.0
EU27+3,2040,PUR others in Others,PUR,0.0
EU27+3,2045,PUR others in Others,PUR,0.0
EU27+3,2050,PUR others in Others,PUR,0.0
